Cep;Latitude;Longitude;UF;Cidade
60030180;-3,7226835;-38,5362227;CE;FORTALEZA
60030190;-3,7226835;-38,5362227;CE;FORTALEZA
60030200;-3,7290026;-38,5266294;CE;FORTALEZA
60030210;-3,7226835;-38,5362227;CE;FORTALEZA
60030220;-3,7226835;-38,5362227;CE;FORTALEZA
60030240;-3,7226835;-38,5362227;CE;FORTALEZA
60030900;-3,7226835;-38,5362227;CE;FORTALEZA
60030901;-3,7226835;-38,5362227;CE;FORTALEZA
60030902;-3,7226835;-38,5362227;CE;FORTALEZA
60030904;-3,7250524;-38,5261296;CE;FORTALEZA
60030905;-3,7226835;-38,5362227;CE;FORTALEZA
60030906;-3,7250524;-38,5261296;CE;FORTALEZA
60030959;-3,7251745;-38,5261353;CE;FORTALEZA
60030970;-3,7251745;-38,5261353;CE;FORTALEZA
60030971;-3,7250524;-38,5261296;CE;FORTALEZA
60035000;-3,7277773;-38,5344985;CE;FORTALEZA
60035001;-3,7298151;-38,5284846;CE;FORTALEZA
60035010;-3,7263824;-38,544596;CE;FORTALEZA
60035020;-3,7270148;-38,5309702;CE;FORTALEZA
60035030;-3,7274742;-38,5356589;CE;FORTALEZA
60035040;-3,7270148;-38,5309702;CE;FORTALEZA
60035050;-3,7270148;-38,5309702;CE;FORTALEZA
60035060;-3,7270148;-38,5309702;CE;FORTALEZA
60035070;-3,7270148;-38,5309702;CE;FORTALEZA
60035075;-3,7262931;-38,5438174;CE;FORTALEZA
60035078;-3,7283681;-38,5402578;CE;FORTALEZA
60035080;-3,7270148;-38,5309702;CE;FORTALEZA
60035090;-3,7270148;-38,5309702;CE;FORTALEZA
60035105;-3,7274655;-38,5403637;CE;FORTALEZA
60035106;-3,7269256;-38,540426;CE;FORTALEZA
60035110;-3,7284105;-38,540193;CE;FORTALEZA
60035111;-3,7284967;-38,5402534;CE;FORTALEZA
60035130;-3,7291814;-38,5405951;CE;FORTALEZA
60035131;-3,7291712;-38,5406272;CE;FORTALEZA
60035140;-3,7270148;-38,5309702;CE;FORTALEZA
60035160;-3,7327506;-38,5337886;CE;FORTALEZA
60035161;-3,7323165;-38,5349151;CE;FORTALEZA
60035170;-3,7270148;-38,5309702;CE;FORTALEZA
60035180;-3,7270148;-38,5309702;CE;FORTALEZA
60035190;-3,7270148;-38,5309702;CE;FORTALEZA
60035200;-3,7270148;-38,5309702;CE;FORTALEZA
60035210;-3,7270148;-38,5309702;CE;FORTALEZA
60035220;-3,7270148;-38,5309702;CE;FORTALEZA
60035230;-3,7270148;-38,5309702;CE;FORTALEZA
60035902;-3,7270148;-38,5309702;CE;FORTALEZA
60035970;-3,730561;-38,5341025;CE;FORTALEZA
60035971;-3,7306464;-38,5338812;CE;FORTALEZA
60040000;-3,731826;-38,541898;CE;FORTALEZA
60040001;-3,7326456;-38,5377446;CE;FORTALEZA
60040005;-3,7344033;-38,5320677;CE;FORTALEZA
60040010;-3,7373886;-38,5252095;CE;FORTALEZA
60040020;-3,7471897;-38,5237472;CE;FORTALEZA
60040021;-3,7373392;-38,5247265;CE;FORTALEZA
60040030;-3,7471897;-38,5237472;CE;FORTALEZA
60040040;-3,7471897;-38,5237472;CE;FORTALEZA
60040041;-3,7471897;-38,5237472;CE;FORTALEZA
60040050;-3,7471897;-38,5237472;CE;FORTALEZA
60040051;-3,7471897;-38,5237472;CE;FORTALEZA
60040060;-3,7471897;-38,5237472;CE;FORTALEZA
60040070;-3,7308371;-38,5394975;CE;FORTALEZA
60040080;-3,7342353;-38,5388339;CE;FORTALEZA
60040081;-3,7363484;-38,5324277;CE;FORTALEZA
60040082;-3,7361987;-38,5323964;CE;FORTALEZA
60040090;-3,7471897;-38,5237472;CE;FORTALEZA
60040100;-3,7378317;-38,5310603;CE;FORTALEZA
60040110;-3,7471897;-38,5237472;CE;FORTALEZA
60040115;-3,7363543;-38,5324118;CE;FORTALEZA
60040120;-3,7471897;-38,5237472;CE;FORTALEZA
60040125;-3,7382135;-38,533163;CE;FORTALEZA
60040130;-3,7377604;-38,5331316;CE;FORTALEZA
60040140;-3,7377604;-38,5331316;CE;FORTALEZA
60040145;-3,7375682;-38,533174;CE;FORTALEZA
60040148;-3,7371692;-38,5327801;CE;FORTALEZA
60040150;-3,7375617;-38,533681;CE;FORTALEZA
60040160;-3,739333;-38,5301589;CE;FORTALEZA
60040170;-3,7471897;-38,5237472;CE;FORTALEZA
60040180;-3,7471897;-38,5237472;CE;FORTALEZA
60040190;-3,7471897;-38,5237472;CE;FORTALEZA
60040200;-3,7471897;-38,5237472;CE;FORTALEZA
60040210;-3,7383947;-38,5349143;CE;FORTALEZA
60040212;-3,744073;-38,5353249;CE;FORTALEZA
60040215;-3,7444358;-38,5350935;CE;FORTALEZA
60040220;-3,7471897;-38,5237472;CE;FORTALEZA
60040230;-3,7404684;-38,5305288;CE;FORTALEZA
60040234;-3,7471897;-38,5237472;CE;FORTALEZA
60040237;-3,7424036;-38,5309993;CE;FORTALEZA
60040240;-3,7471897;-38,5237472;CE;FORTALEZA
60040250;-3,7418276;-38,525997;CE;FORTALEZA
60040260;-3,7414861;-38,5308663;CE;FORTALEZA
60040262;-3,7432689;-38,5313954;CE;FORTALEZA
60040270;-3,7429763;-38,5256272;CE;FORTALEZA
60040280;-3,7424456;-38,5312109;CE;FORTALEZA
60040290;-3,7442796;-38,526545;CE;FORTALEZA
60040293;-3,7471897;-38,5237472;CE;FORTALEZA
60040295;-3,7434986;-38,5314301;CE;FORTALEZA
60040300;-3,7432423;-38,5322912;CE;FORTALEZA
60040310;-3,7471897;-38,5237472;CE;FORTALEZA
60040320;-3,7471897;-38,5237472;CE;FORTALEZA
60040330;-3,7471897;-38,5237472;CE;FORTALEZA
60040340;-3,7420127;-38,5336336;CE;FORTALEZA
60040350;-3,7452465;-38,5245453;CE;FORTALEZA
60040360;-3,745484;-38,5288138;CE;FORTALEZA
60040370;-3,7471897;-38,5237472;CE;FORTALEZA
60040380;-3,7471897;-38,5237472;CE;FORTALEZA
60040390;-3,7471897;-38,5237472;CE;FORTALEZA
60040400;-3,7471897;-38,5237472;CE;FORTALEZA
60040410;-3,7457939;-38,5238903;CE;FORTALEZA
60040420;-3,7466859;-38,5264717;CE;FORTALEZA
60040430;-3,7460459;-38,5306957;CE;FORTALEZA
60040440;-3,7471897;-38,5237472;CE;FORTALEZA
60040450;-3,7471897;-38,5237472;CE;FORTALEZA
60040460;-3,7456756;-38,5318396;CE;FORTALEZA
60040470;-3,7485562;-38,5239328;CE;FORTALEZA
60040480;-3,7488314;-38,5291632;CE;FORTALEZA
60040490;-3,7500975;-38,524643;CE;FORTALEZA
